TIME,X
0.124195553,0.606486909
0.103763788,0.686596327
0.073285289,0.765924189
0.241924063,0.885892927
0.062475414,0.925361469
0.098854499,0.003907776
0.237132787,0.084407972
0.103488427,0.163735834
0.099491763,0.243845252
0.133620757,0.323173114
0.097831731,0.402110199
0.09447233,0.501758499
0.1065646,0.561938257
0.134242286,0.721375537
0.125721838,0.800312622
0.099609775,0.880812818
0.135162778,0.959749902
0.132582254,0.03985932
0.163611474,0.119187182
0.115800985,0.198124267
0.087218542,0.278624463
0.094023886,0.357561547
0.128192218,0.438061743
0.101387818,0.59632669
0.143864176,0.676826886
0.355876198,0.836264166
0.048479222,0.91520125
0.126327632,0.994529113
0.091781663,0.074638531
0.06625179,0.153575615
0.151896842,0.234075811
0.08756471,0.313012896
0.415472126,0.392340758
0.124321433,0.632278234
0.105124856,0.711215318
0.084488537,0.790152403
0.144391295,0.870652599
0.132936289,0.949980461
0.091773795,0.109026964
0.095479364,0.187964048
0.049187292,0.268464244
0.130520982,0.347792106
0.151330386,0.427901524
0.101718251,0.507229386
0.071113873,0.586166471
0.127067172,0.666666667
0.124769877,0.826103947
0.142794203,0.905431809
0.073584253,0.984368894
0.071168946,0.064478312
0.129490347,0.143415397
0.154241342,0.223915592
0.134037732,0.302852677
0.106548865,0.441969519
0.097383286,0.462680735
0.093205671,0.622118015
0.100286375,0.7010551
0.146224411,0.780382962
0.127979796,0.860883157
0.104235835,0.939820242
0.159850833,0.039077765
0.197850613,0.098866745
0.095447894,0.178194607
0.253166648,0.258304025
0.146657121,0.337631887
0.098744355,0.418132083
0.099908738,0.497069168
0.094975847,0.57639703
0.037354649,0.69597499
0.167112489,0.73583431
0.149843438,0.015631106
0.08632952,0.094958968
0.133439806,0.173896053
0.128137145,0.254396249
0.107469356,0.333724111
0.33535789,0.493161391
0.089767596,0.572098476
0.088508804,0.652598671
0.146743663,0.731535756
0.392310355,0.812035952
0.137302724,0.891363814
0.070751971,0.970300899
0.099255739,0.050410317
0.150378424,0.129347401
0.094377921,0.209847597
0.118365773,0.288784682
0.070586754,0.368112544
0.137774771,0.448612739
0.352265039,0.527549824
0.063545387,0.60805002
0.13833336,0.686987104
0.256581121,0.766314967
0.037661479,0.846815162
0.110584866,0.005861665
0.372877756,0.08479875
0.492148286,0.164126612
0.124085409,0.24423603
0.106761286,0.323563892
0.094606077,0.483001172
0.082010291,0.562329035
0.034726921,0.642438453
0.114715277,0.801875733
0.134438972,0.881203595
0.114723144,0.96014068
0.477963275,0.040250098
0.120458515,0.139898398
0.134698598,0.27901524
0.199730933,0.357952325
0.102937706,0.438452521
0.22339622,0.517389605
0.15020534,0.597889801
0.130048936,0.677217663
0.12741334,0.836654943
0.098964644,0.915592028
0.137397133,0.075029308
0.493540824,0.153966393
0.232553931,0.234466589
0.154579642,0.313403673
0.093488899,0.413051973
0.095857001,0.472840953
0.119325602,0.552168816
0.087076928,0.632669011
0.102489261,0.711606096
0.131394269,0.792106292
0.510731201,0.871043376
0.100821362,0.950371239
0.640449703,0.030089879
0.10878322,0.109417741
0.291166428,0.189917937
0.135642692,0.268855021
0.12784605,0.348182884
0.057495319,0.428292302
0.129765707,0.507620164
0.11967177,0.587729582
0.175821755,0.667057444
0.18508961,0.745994529
0.056378141,0.865963267
0.093591176,0.905822587
0.13558762,0.064869089
0.383789908,0.143806174
0.128837348,0.22430637
0.164996145,0.303243454
0.092458263,0.38374365
0.227062452,0.463071512
0.10150583,0.542008597
0.108098752,0.622508792
0.146468302,0.701445877
0.089256211,0.861273935
0.653226441,0.941383353
0.253599358,0.020320438
0.430475351,0.099257522
0.491534625,0.179757718
0.093709188,0.258694803
0.068139978,0.339194998
0.134619924,0.41852286
0.102371249,0.497459945
0.095440026,0.756545526
0.090444196,0.816334506
0.050461819,0.895662368
0.101773323,0.976162564
0.114974903,0.054708871
0.120529322,0.135209066
0.104739351,0.214146151
0.095314147,0.313794451
0.07352918,0.373974209
0.084032225,0.452911293
0.140693594,0.533411489
0.328072632,0.612348574
0.135666294,0.771785854
0.127082907,0.851113716
0.022673989,0.931613912
0.10070335,0.010160219
0.135862981,0.089488081
0.083489371,0.169597499
0.108586534,0.248925361
0.122763678,0.329034779
0.095872736,0.408362642
0.072750303,0.487299726
0.087769263,0.607268464
0.04681919,0.647127784
0.092450396,0.727237202
0.142990889,0.806565064
0.096950577,0.966002345
0.128357434,0.044548652
0.126697402,0.125048847
0.141669158,0.20437671
0.105250736,0.283313794
0.087021856,0.36381399
0.000346168,0.442751075
0.122582726,0.52325127
0.107201863,0.602188355
0.091915409,0.681516217
0.160503831,0.762016413
0.165948106,0.840953497
0.089153935,0.921453693
0.109231665,0
0.1363901,0.159828058
0.123078376,0.238765143
0.127704436,0.319265338
0.224670747,0.398202423
0.642227747,0.477530285
0.097477696,0.557639703
0.144540777,0.636967565
0.039274306,0.717467761
0.24548015,0.796404846
0.062247258,0.875732708
0.089358488,0.034779211
0.227912136,0.114888628
0.321054868,0.194216491
0.127460545,0.273153576
0.240979969,0.353653771
0.491534625,0.432981633
0.49926046,0.513091051
0.233749784,0.592418914
0.485665508,0.671355998
0.115486287,0.051191872
0.10076629,0.110980852
0.101938539,0.190308714
0.093520369,0.269245799
0.093756392,0.428683079
0.091702988,0.509183275
0.137412868,0.588511137
0.03445156,0.667448222
0.172045379,0.747948417
0.500613661,0.826885502
0.50277721,0.907385698
0.493603764,0.986322782
0.482738816,0.065259867
0.10964864,0.145760063
0.125092443,0.224697147
0.136641858,0.36381399
0.127562822,0.384134428
0.132771073,0.46346229
0.095479364,0.62289957
0.09681683,0.703399766
0.127027835,0.78233685
0.0941655,0.960922235
0.120450647,0.020711215
0.088760562,0.100820633
0.112016742,0.180148496
0.147341589,0.25908558
0.120167419,0.339585776
0.112559596,0.418913638
0.127704436,0.499023056
0.154233474,0.578350918
0.032130663,0.657288003
0.095196136,0.737788199
0.119569493,0.816725283
0.128947493,0.897225479
0.112591066,0.976553341
0.138805407,0.055099648
0.111300804,0.135599844
0.156365553,0.214536928
0.105612638,0.295037124
0.091427627,0.374364986
0.094401523,0.453302071
0.114856891,0.612739351
0.126587258,0.693239547
0.1363901,0.772176631
0.089090995,0.851504494
0.140363161,0.932004689
0.074040565,0.010550996
0.087682722,0.091051192
0.130568187,0.169988277
0.101167529,0.249316139
0.110042012,0.329425557
0.125178984,0.408753419
0.459899611,0.489253615
0.108437053,0.588511137
0.03337372,0.647518562
0.10573065,0.72762798
0.09567605,0.806955842
0.141055497,0.887456038
0.125076708,0.966393122
0.069241421,0.044939429
0.155224773,0.125439625
0.094267777,0.204767487
0.11310245,0.284876905
0.087368024,0.364204767
0.110215096,0.443141852
0.068588422,0.523642048
0.123487483,0.60296991
0.113865592,0.683079328
0.06507954,0.76240719
0.151157302,0.841344275
0.104503328,0.92184447
0.052578163,0.000390778
0.121685837,0.080890973
0.094252042,0.160218835
0.130056803,0.23915592
0.146019857,0.319656116
0.127193051,0.3985932
0.089932812,0.518561938
0.111206395,0.558030481
0.039345114,0.717858538
0.128467578,0.796795623
0.09956257,0.877295819
0.067164414,0.956232903
0.111151323,0.134427511
0.089342753,0.194607268
0.084960584,0.275107464
0.116863091,0.354044549
0.100750555,0.433372411
0.639977656,0.592809691
0.092859503,0.673309887
0.122645666,0.752246971
0.098948909,0.831184056
0.144178874,0.911684252
0.12741334,0.991012114
0.149733293,0.070730754
0.132739603,0.150058617
0.128105676,0.228995701
0.105494627,0.309495897
0.113369943,0.388823759
0.099145595,0.468933177
0.168709581,0.548261039
0.033554671,0.647518562
0.000479914,0.70769832
0.118829953,0.786635404
0.099114125,0.8671356
0.136130474,0.946463462
0.222436392,0.025009769
0.099822196,0.105509965
0.094346451,0.18444705
0.150464966,0.264947245
0.102206033,0.34388433
0.135312259,0.423212192
0.105510361,0.503712388
0.123660567,0.582649472
0.30214152,0.663149668
0.023633817,0.742086753
0.108460655,0.821414615
0.087092663,0.980851895
0.0797602,0.060961313
0.134124274,0.139898398
0.11702044,0.21922626
0.093654115,0.299335678
0.118649002,0.438452521
0.09869715,0.459163736
0.094055355,0.538100821
0.093008985,0.617037905
0.055913962,0.776865963
0.110411782,0.856975381
0.103614306,0.936303243
0.000810347,0.014849551
0.099232137,0.174677608
0.137349928,0.254787026
0.130780608,0.334114889
0.110427517,0.413051973
0.121969065,0.572489254
0.181785282,0.692457991
0.032398156,0.732317311
0.134840212,0.811254396
0.08364672,0.891754592
0.092843768,0.970691676
0.12463613,0.050801094
0.099924472,0.129738179
0.092678552,0.209066041
0.091537772,0.308714342
0.095495099,0.368503322
0.092088493,0.449003517
0.106045348,0.527940602
0.096085157,0.607268464
0.095786194,0.68776866
0.129034035,0.766705744
0.106855695,0.046893318
0.16377669,0.125830403
0.108090885,0.205158265
0.088382924,0.285267683
0.086943181,0.364595545
0.098004815,0.445095741
0.100837097,0.524032825
0.144580114,0.762797968
0.07007537,0.842907386
0.130583922,0.922235248
0.099444558,0.000781555
0.134619924,0.081281751
0.144957752,0.160609613
0.10304785,0.240719031
0.083764732,0.320046893
0.427532925,0.398983978
0.100207701,0.479484174
0.096187434,0.558421258
0.111348009,0.638921454
0.086101364,0.718249316
0.064402939,0.797186401
0.1246676,0.877686596
0.102733152,0.956623681
0.27610813,0.036733099
0.092796563,0.115670184
0.107681777,0.194998046
0.087722059,0.354435326
0.051744213,0.434935522
0.135501078,0.513872606
0.194325996,0.593200469
0.109090051,0.673700664
0.088477334,0.752637749
0.147805768,0.833137945
0.102489261,0.912075029
0.134124274,0.991402892
0.129262191,0.071121532
0.13358142,0.23094959
0.12818435,0.309886674
0.091836735,0.429855412
0.079233081,0.469323955
0.098468994,0.548651817
0.118609664,0.628761235
0.091175869,0.708089097
0.121725174,0.787026182
0.116202225,0.867526377
0.127641496,0.94685424
0.239524491,0.02657288
0.130371501,0.105900742
0.134124274,0.184837827
0.135980992,0.265338023
0.106422986,0.344275107
0.076046764,0.424775303
0.12818435,0.504103165
0.098437525,0.58304025
0.094118295,0.663540445
0.000692336,0.74247753
0.15575976,0.822977726
0.063592592,0.902305588
0.128483313,0.981242673
0.111796453,0.061352091
0.067077872,0.140289175
0.139371863,0.220789371
0.152164335,0.299726456
0.073442638,0.379054318
0.065063805,0.459554513
0.059391374,0.538491598
0.129112709,0.618991794
0.136075402,0.697928878
0.0945038,0.777256741
0.127224521,0.857366159
0.147207842,0.936694021
0.05113842,0.016803439
0.137334194,0.095740524
0.128963228,0.175068386
0.124006735,0.255177804
0.13126839,0.334505666
0.119325602,0.415005862
0.101977877,0.493942946
0.348465061,0.572880031
0.030580775,0.653380227
0.101317011,0.732708089
0.12698063,0.812817507
0.111945935,0.892145369
0.094629679,0.971082454
0.132141677,0.051191872
0.145799569,0.130128957
0.339527638,0.210629152
0.110954636,0.289957014
0.085086463,0.449394295
0.11035671,0.528331379
0.131543751,0.608831575
0.140394631,0.688159437
0.109632905,0.767096522
0.134966091,0.847596717
0.230225166,0.00664322
0.099940207,0.085580305
0.257352131,0.164908167
0.125658899,0.245408363
0.142078265,0.324345447
0.093905874,0.404845643
0.096399855,0.483782728
0.093158466,0.603751465
0.051413781,0.643220008
0.134360298,0.72254787
0.142676192,0.803048066
0.103118657,0.88198515
0.101560902,0.961313013
0.124431577,0.041031653
0.125241924,0.120359515
0.091112929,0.220007816
0.100632543,0.279796796
0.109483423,0.35873388
0.094960112,0.439234076
0.119357072,0.518561938
0.097627177,0.598671356
0.389045364,0.677999218
0.032862335,0.837436499
0.340393058,0.916764361
0.131929256,0.996873779
0.250027536,0.075810864
0.101080988,0.154747948
0.119176121,0.235248144
0.125241924,0.314185229
0.100664013,0.394685424
0.169000677,0.474013286
0.092104228,0.552950371
0.085267415,0.633450567
0.339283747,0.712387651
0.159630545,0.792887847
0.120615864,0.871824932
0.187725206,0.951152794
0.107532296,0.031262212
0.360769751,0.110199297
0.109727314,0.190699492
0.029589476,0.269636577
0.065276226,0.348964439
0.12473054,0.429073857
0.122118547,0.508401719
0.138687395,0.588901915
0.131425739,0.667839
0.095857001,0.747166862
0.133463408,0.82727628
0.156483565,0.906604142
0.085173005,0.987104338
0.125296996,0.065650645
0.144595849,0.14458773
0.110380312,0.304415787
0.445470709,0.384525205
0.097147263,0.484173505
0.098555536,0.542790152
0.091026387,0.623290348
0.092434661,0.70261821
0.071011597,0.782727628
0.188504083,0.061742868
0.243607698,0.140679953
0.091175869,0.221180148
0.095290545,0.300117233
0.082112567,0.380617429
0.051649804,0.459945291
0.126288295,0.538882376
0.064434409,0.698319656
0.148317153,0.778819852
0.112842824,0.857756936
0.172989473,0.017194216
0.094267777,0.096131301
0.389375797,0.176631497
0.097178733,0.255568581
0.102434189,0.334896444
0.058313534,0.415396639
0.488293236,0.494333724
0.137334194,0.593982024
0.111072648,0.653771004
0.127098642,0.733098867
0.109483423,0.813208284
0.109813856,0.892536147
0.148285683,0.973036342
0.102788224,0.051582649
0.087092663,0.130910512
0.093425959,0.250488472
0.103331078,0.290347792
0.082081098,0.37045721
0.168819725,0.449785072
0.100750555,0.528722157
0.131000897,0.688550215
0.093213538,0.768659633
0.16266738,0.847987495
0.104259437,0.007033998
0.222955643,0.085971082
0.141267918,0.166471278
0.099696316,0.24579914
0.135626957,0.324736225
0.17815052,0.40523642
0.152219407,0.484173505
0.099397353,0.564673701
0.130851415,0.643610785
0.100601073,0.722938648
0.142613252,0.803438843
0.086101364,0.962876123
0.062994666,0.041422431
0.442976728,0.120750293
0.08787154,0.201250488
0.108161692,0.280187573
0.161880635,0.360687769
0.082741963,0.439624853
0.064583891,0.518952716
0.121457681,0.599062134
0.147837238,0.678389996
0.134934621,0.758890191
0.006695199,0.837827276
0.09564458,0.917155139
0.081514641,0.997264556
0.136012462,0.076201641
0.094086825,0.156311059
0.138412034,0.235638921
0.121308199,0.314576006
0.131032367,0.395076202
0.096431325,0.513872606
0.084874042,0.554513482
0.099460293,0.633841344
0.133762372,0.712778429
0.140032729,0.793278624
0.112543861,0.872215709
0.121638632,0.952715905
0.128632795,0.031652989
0.090577943,0.130910512
0.101497962,0.19109027
0.095046654,0.270027354
0.093339417,0.35052755
0.052609633,0.429855412
0.135595487,0.508792497
0.109963338,0.589292692
0.135564017,0.668229777
0.126768209,0.748729973
0.08130222,0.827667057
0.075181345,0.90699492
0.126713137,0.066041422
0.102127358,0.146541618
0.143934983,0.225478703
0.132920554,0.304806565
0.152250877,0.445095741
0.10915299,0.464243845
0.088201973,0.544744041
0.179141819,0.623681125
0.127460545,0.783118406
0.071129608,0.862446268
0.137365663,0.942555686
0.200659292,0.021492771
0.440962661,0.180930051
0.099727786,0.260257913
0.132023665,0.340367331
0.117980268,0.419695193
0.098288043,0.500195389
0.17586896,0.658069558
0.033822164,0.738569754
0.101828395,0.817897616
0.145618618,0.898007034
0.13364436,0.977334896
0.138113071,0.055881204
0.149969317,0.136381399
0.107799789,0.215709261
0.45657168,0.295818679
0.086431797,0.454083626
0.020439633,0.534583822
0.118664737,0.613520907
0.101198999,0.694021102
0.110293771,0.773348964
0.124612528,0.852286049
0.087486035,0.932786245
0.000479914,0.050801094
0.098201501,0.170769832
0.102072286,0.250097694
0.133431939,0.33059789
0.121489151,0.409534975
0.136224883,0.49003517
0.133762372,0.568972255
0.045261435,0.688940993
0.095314147,0.728800313
0.135021163,0.807737397
0.154831401,0.888237593
0.141598351,0.967174678
0.101678914,0.12622118
0.066865451,0.205549043
0.093245008,0.305197343
0.124518119,0.444314185
0.12932513,0.524423603
0.11927053,0.603751465
0.086911711,0.683860883
0.148380092,0.84212583
0.17269051,0.922626026
0.129474612,0.001563111
0.09681683,0.081672528
0.06350605,0.161000391
0.146161472,0.239937476
0.098075622,0.320437671
0.08133369,0.399374756
0.207983887,0.479874951
0.165727818,0.559202814
0.094204837,0.638139898
0.031485532,0.718640094
0.047086684,0.797577179
0.101198999,0.077764752
0.132983494,0.156701837
0.131630293,0.316529894
0.169834626,0.395466979
0.101261939,0.475967175
0.088028889,0.554904259
0.18132897,0.634232122
0.022241279,0.714732317
0.082773433,0.793669402
0.114282567,0.953106682
0.240964235,0.032043767
0.085267415,0.112153185
0.100632543,0.191481047
0.000149482,0.271981243
0.129561154,0.350918327
0.149308451,0.43024619
0.099940207,0.510355608
0.125572357,0.58968347
0.328568282,0.669792888
0.000393372,0.74912075
0.142440168,0.828057835
0.105431687,0.90855803
0.086408195,0.987885893
0.139678693,0.067604533
0.132590122,0.146932395
0.118727676,0.22586948
0.153541139,0.306369676
0.083819804,0.425166081
0.096281844,0.465806956
0.100900036,0.545134818
0.136287823,0.624071903
0.000330433,0.704572098
0.125572357,0.783509183
0.102190298,0.864009379
0.000416975,0.042203986
0.096187434,0.102383744
0.113204727,0.181320828
0.140638522,0.261821024
0.098500464,0.340758109
0.129891587,0.420085971
0.144989222,0.500586166
0.096431325,0.579523251
0.094629679,0.699491989
0.034034585,0.738960531
0.030761726,0.818288394
0.13015908,0.898397812
0.119899926,0.977725674
0.063356569,0.136772177
0.143816972,0.216100039
0.086707158,0.315357562
0.099460293,0.375537319
0.035175365,0.534974599
0.096486397,0.613911684
0.147325854,0.69441188
0.096006483,0.773739742
0.113716111,0.85384916
0.165098422,0.933177022
0.08127075,0.011723329
0.214199172,0.092223525
0.115879659,0.17116061
0.099908738,0.251660805
0.112992306,0.330988667
0.125595959,0.409925752
0.111584032,0.490425948
0.146546977,0.569363032
0.04453763,0.669011333
0.05351439,0.72919109
0.076471606,0.808128175
0.139702296,0.88862837
0.101466493,0.967565455
0.073891083,0.047674873
0.359872862,0.20593982
0.064827782,0.286440016
0.07584221,0.3653771
0.098948909,0.445877296
0.124006735,0.524814381
0.144060863,0.604142243
0.10915299,0.684251661
0.059037339,0.763579523
0.318875584,0.844079719
0.023531541,0.923016803
0.06347458,0.001953888
0.148167671,0.082063306
0.087517505,0.161391168
0.128333832,0.241891364
0.094299246,0.399765533
0.142739131,0.480265729
0.090727424,0.579914029
0.126288295,0.639703009
0.076109704,0.719030871
0.135744969,0.797967956
0.088807767,0.878468152
0.124793479,0.957405236
0.095857001,0.116842517
0.122897424,0.216100039
0.088414394,0.276279797
0.092167168,0.355216882
0.095046654,0.435717077
0.129742105,0.515044939
0.101592372,0.593982024
0.139977656,0.67448222
0.090546473,0.753419304
0.161046685,0.853067605
0.1571759,0.992184447
0.140906015,0.072293865
0.215843469,0.15123095
0.129891587,0.231731145
0.140906015,0.31066823
0.221334949,0.389996092
0.152793731,0.47010551
0.094960112,0.549433372
0.197716866,0.629933568
0.034121127,0.708870653
0.102371249,0.788198515
0.127374003,0.868307933
0.1246676,0.947635795
0.101348481,0.027745213
0.167104621,0.106682298
0.094629679,0.185619383
0.104023414,0.266119578
0.091443362,0.34544744
0.106273504,0.504884721
0.091868204,0.583821805
0.137302724,0.664322001
0.144627319,0.743649863
0.140968955,0.823759281
0.096336916,0.982024228
0.134155744,0.062133646
0.119144651,0.141070731
0.097721587,0.221570926
0.06350605,0.300898789
0.446367599,0.379835873
0.095558038,0.460336069
0.095196136,0.539273154
0.036552169,0.698710434
0.132259689,0.778038296
0.142943685,0.858538492
0.109121521,0.937475576
0.206245181,0.017584994
0.106061083,0.096522079
0.102882633,0.175849941
0.070201249,0.255959359
0.116658537,0.335287222
0.14798672,0.415787417
0.14246377,0.574052364
0.114282567,0.654161782
0.100538134,0.753810082
0.128900288,0.013677218
0.121638632,0.092614302
0.123015436,0.171551387
0.344743757,0.252051583
0.114589398,0.331379445
0.135595487,0.411488863
0.133825311,0.490816725
0.078808239,0.610785463
0.047692477,0.650254005
0.117106982,0.729581868
0.136374365,0.809691286
0.135021163,0.889019148
0.104141425,0.048065651
0.125446478,0.127002735
0.34630938,0.365767878
0.144084465,0.446268073
0.105675578,0.525205158
0.079744465,0.605705354
0.143423599,0.763970301
0.12580838,0.863618601
0.12587132,0.923407581
0.09567605,0.003516999
0.229564301,0.082454084
0.343335484,0.161781946
0.256990229,0.242282141
0.0867937,0.321219226
0.125092443,0.401719422
0.105431687,0.480656506
0.095109594,0.559984369
0.10033358,0.640093787
0.184066842,0.719421649
0.086345255,0.799921844
0.052554561,0.878858929
0.107925668,0.958186792
0.07670763,0.037905432
0.116690007,0.117233294
0.08901232,0.197342712
0.149670354,0.276670574
0.12124526,0.355607659
0.124006735,0.436107855
0.077549447,0.515435717
0.193995563,0.595545135
0.206150772,0.674872997
0.378542319,0.753810082
0.257769106,0.913247362
0.110144289,0.993747558
0.135296524,0.072684642
0.129710635,0.151621727
0.105825059,0.232121923
0.149276981,0.311059007
0.326113637,0.391559203
0.112543861,0.470496288
0.097721587,0.54982415
0.172328608,0.630324345
0.09339449,0.729581868
0.039439523,0.789761626
0.098917439,0.86869871
0.095141063,0.948026573
0.128931758,0.028135991
0.134871682,0.107073075
0.067408305,0.187573271
0.3585826,0.266510356
0.116029141,0.345838218
0.103244536,0.425947636
0.12473054,0.505275498
0.110262301,0.585775694
0.120765345,0.664712778
0.358039746,0.744040641
0.106422986,0.824150059
0.06578761,0.903477921
0.153659151,0.983587339
0.084213176,0.141461508
0.122685003,0.221961704
0.09795761,0.301289566
0.09141976,0.421258304
0.099342281,0.460726846
0.111882995,0.539663931
0.128687867,0.620164127
0.121426211,0.699101211
0.218187969,0.858929269
0.105880132,0.937866354
0.009307192,0.017975772
0.110262301,0.096912857
0.196458074,0.177413052
0.085833871,0.256740914
0.105038314,0.335677999
0.120230359,0.416178195
0.10372445,0.495115279
0.072805375,0.575615475
0.163084355,0.65455256
0.000841817,0.75420086
0.089618114,0.814380617
0.138773937,0.893317702
0.253662298,0.973817898
0.09256054,0.052364205
0.123652699,0.131692067
0.103299608,0.211801485
0.149638884,0.291129347
0.095857001,0.371629543
0.096281844,0.450566628
0.185176152,0.52989449
0.121064309,0.610003908
0.107799789,0.68933177
0.127429075,0.769441188
0.141055497,0.84876905
0.271128035,0.927706135
0.089736126,0.007815553
0.125989332,0.087143415
0.101859865,0.167252833
0.089917077,0.32551778
0.10023917,0.406017976
0.128632795,0.484955061
0.52791371,0.565455256
0.034396488,0.665103556
0.000118012,0.723720203
0.126107343,0.804220399
0.109365412,0.883157483
0.13475367,0.963657679
0.113204727,0.042594764
0.097115793,0.121531848
0.068250122,0.202032044
0.099822196,0.301289566
0.093213538,0.361469324
0.095440026,0.440406409
0.091592844,0.519734271
0.088052492,0.600234467
0.128089941,0.679171551
0.109239532,0.838608832
0.130434441,0.998046112
0.110443252,0.076983197
0.134029865,0.157483392
0.136193413,0.236420477
0.107500826,0.395857757
0.155641748,0.475185619
0.619687505,0.555685815
0.066983463,0.6346229
0.124132614,0.713559984
0.126949161,0.79406018
0.102040816,0.873388042
0.138718865,0.95349746
0.104802291,0.032434545
0.133793841,0.11137163
0.174012242,0.191871825
0.089972149,0.271199687
0.115966201,0.430636968
0.117287933,0.509574052
0.093693453,0.590074248
0.141960254,0.669011333
0.343579375,0.028526768
0.092977515,0.107463853
0.061822416,0.187964048
0.11584819,0.266901133
0.124132614,0.347401329
0.136492376,0.505666276
0.134635658,0.586166471
0.151676553,0.665103556
0.033735622,0.745603751
0.127790978,0.824540836
0.124368637,0.903868699
0.134934621,0.983978116
0.138474974,0.062915201
0.123290797,0.143415397
0.118365773,0.222352481
0.416683713,0.301680344
0.106304974,0.381789762
0.087391626,0.461117624
0.136972291,0.541617819
0.129230721,0.620554904
0.053537992,0.699491989
0.451623055,0.779992184
0.505939924,0.859320047
0.72928894,0.939429465
0.000542854,0.07815553
0.069988828,0.097303634
0.070767706,0.17780383
0.127429075,0.257131692
0.136075402,0.33724111
0.049037811,0.416568972
0.136917219,0.495506057
0.106304974,0.576006252
0.112606801,0.79406018
0.100003147,0.814771395
0.08787154,0.89370848
0.120049408,0.974208675
0.117405945,0.052754982
0.126170283,0.133255178
0.092135698,0.291520125
0.096517867,0.37202032
0.090633015,0.450957405
0.111882995,0.531457601
0.056842321,0.610394685
0.118428713,0.689722548
0.109845326,0.770222743
0.090577943,0.849159828
0.132236086,0.948808128
0.069508914,0.087534193
0.127790978,0.167643611
0.109727314,0.246971473
0.225386685,0.327471669
0.127311063,0.406408753
0.128207952,0.485345838
0.102701682,0.605314576
0.126532186,0.645173896
0.100601073,0.725283314
0.117106982,0.883548261
0.105164194,0.964048456
0.131756172,0.042985541
0.193759539,0.123094959
0.198857646,0.202422821
0.103661511,0.281359906
0.085353957,0.361860102
0.252584457,0.440797186
0.115124384,0.521297382
0.118664737,0.600625244
0.110805155,0.679562329
0.071011597,0.760062524
0.163265306,0.838999609
0.140095668,0.919499805
0.124431577,0.998436889
0.104385316,0.077373974
0.125509417,0.15787417
0.059359904,0.236811254
0.145075764,0.31731145
0.107083851,0.396248535
0.373884789,0.475576397
0.101317011,0.556076592
0.152943213,0.635013677
0.048140922,0.715513873
0.065606659,0.794450957
0.253961261,0.87377882
0.097060721,0.953888238
0.115966201,0.032825322
0.340574009,0.113325518
0.101741853,0.192262603
0.082592482,0.271590465
0.239256998,0.351699883
0.099641244,0.431027745
0.197480843,0.511137163
0.124486649,0.66940211
0.126831149,0.749902306
0.073710132,0.909339586
0.206961119,0.988667448
0.101922805,0.067213755
0.063089075,0.147713951
0.188291662,0.226651036
0.124966563,0.307151231
0.087572577,0.386479093
0.116627067,0.525595936
0.104023414,0.565064478
0.093693453,0.624853458
0.192917722,0.784681516
0.11464447,0.863618601
0.122566991,0.944118796
0.099523233,0.022665104
0.009244253,0.103165299
0.250059006,0.182102384
0.099877268,0.261430246
0.218730823,0.341930442
0.12041131,0.420867526
0.091899674,0.501367722
0.068187182,0.580304807
0.122032005,0.660805002
0.155885639,0.739742087
0.104259437,0.819069949
0.363625635,0.899570145
0.093040454,0.978507229
0.105518229,0.058616647
